Brand,Tweet,Sentiment Score,Sentiment,Likes,Retweets,Time,Hashtags,Mentions,Username,Profile Image,Media,Device,Location,Date
Samsung,"‌¡Toma descuento!
Samsung Galaxy Watch7 44mm   #Amazon 

Precio Ya 179.00€ (PVP: +349.00€)
Embárcate en una nueva era de bienestar con Galaxy Watch7 y Galaxy AI, el aliado perfecto para elevar tu rutina diaria con su potente procesador de 3 nm",0.3802,Positive,,,2025-04-09 11:01:08+00:00,#Amazon,,cholloya,https://pbs.twimg.com/media/GoFqPsAW4AAgaIq?format=jpg&name=small,https://pbs.twimg.com/profile_images/1062641204347748352/vgTTa96E_bigger.jpg,Unknown,Shopping & Retail,2025-04-09
Samsung,"sakit banget hatiku, pake tws soundcare r501 buat muter lagu di app muse scroll ig/tiktok ternyata gabisa, pas pake hp lain bisa: duh samsung bisain plis berasa ga guna beli tws ",0.0,Neutral,,,2025-04-09 11:01:06+00:00,,,joshzymi,Not Available,https://pbs.twimg.com/profile_images/1904632034313854978/7XoT3shY_bigger.jpg,Unknown,"Seventeen, Nct",2025-04-09
Samsung,"सपने लेने में बुराई नहीं है । पर सपने वैसे ही लो  जो सफल हो सके । 

बीजेपी का दूसरा नाम गुजरात है",0.0,Neutral,,,2025-04-09 11:00:51+00:00,,,F54Samsung81043,Not Available,https://pbs.twimg.com/profile_images/1772260377956409344/JNPiyHiD_bigger.png,Unknown,अखंड भारत,2025-04-09
Samsung,Samsung joke,0.296,Positive,,,2025-04-09 11:00:50+00:00,,,ChoCho_133,Not Available,https://pbs.twimg.com/profile_images/1881640866873532416/tbvQwTEM_bigger.jpg,Unknown,"Kota Manado, Sulawesi Utara",2025-04-09
Samsung,One of the best token,0.6369,Positive,,,2025-04-09 11:00:48+00:00,,,samsung08061,Not Available,https://pbs.twimg.com/profile_images/1840254970840465408/73vayPr3_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,İmkânın varsa Samsung kurutmalı çamaşır makinesi almanı tavsiye ederim. Sekiz yıldır kullanıyorum aşırı memnunum.,0.0,Neutral,3,,2025-04-09 11:00:43+00:00,,,GunesEryol,Not Available,https://pbs.twimg.com/profile_images/1897674159351648256/hEtBo7Km_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,Bring home a new Samsung Galaxy Tab A9+ for 29% off,0.0,Neutral,,,2025-04-09 11:00:42+00:00,,,MashableDeals,Not Available,https://pbs.twimg.com/profile_images/1678594575034728449/1dD5sBZi_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,samsung a15 nih der,0.0,Neutral,,,2025-04-09 11:00:12+00:00,,,cheseeze_,https://pbs.twimg.com/media/GoFqB64bMAAJ0Be?format=jpg&name=small,https://pbs.twimg.com/profile_images/1862851444694548481/jQ4WaP9x_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"gua udah pegang semua UI, termasuk hyper os, yg belum hyper os 2, One UI emang kurangnya disitu, tp apaa lu mauu mempermasalahkan hal sepele itu dan lu ngeskip UI yg bener2 stabil, gua dulu juga kek lu, ngejelek2in samsung, gua suka samsung bukan berarti fan korea",0.3182,Positive,,,2025-04-09 11:00:11+00:00,,,mtaufikh98_,Not Available,https://pbs.twimg.com/profile_images/1503088809147535360/QqhRECfx_bigger.jpg,Unknown,"Kuningan, West Java, Indonesia",2025-04-09
Samsung,Samsung sebenarnya bagus tapi minus jgn dibenerin klo rusak sedikit bakal tambah rusak dan jadinya buang² uang,0.0,Neutral,,,2025-04-09 11:00:09+00:00,,,AnnisaClaudia78,Not Available,https://pbs.twimg.com/profile_images/1668161493408567300/hlj-CrZ0_bigger.jpg,Unknown,"Born January 28, 2002",2025-04-09
Samsung,"Galaxy S26 Ultra Kamerasında Telefoto Devrimi Geliyor

#galaxy26ultra #galaxy #samsung",0.0,Neutral,,,2025-04-09 11:00:03+00:00,"#galaxy26ultra, #galaxy, #samsung",,indir_com,Not Available,https://pbs.twimg.com/profile_images/747736159539838976/1KyDy6F1_bigger.jpg,Unknown,"İstanbul, Türkiye",2025-04-09
Samsung,"Will Samsung, SK hynix pass on tariff burden to clients?",-0.4404,Negative,2,1,2025-04-09 11:00:03+00:00,,,koreatimescokr,Not Available,https://pbs.twimg.com/profile_images/1115108193896554496/ZF01WGXs_bigger.png,Unknown,"Seoul, Korea",2025-04-09
Samsung," @Samsung
  y 
@Stanford
  Medicine se unen para mejorar la detección y gestión de la #apnea del sueño con #GalaxyWatch y tecnología de #IA. Avanzan hacia una atención proactiva del sueño en 29 países. 
 https://bit.ly/3E8VufP
#SmartHealth #SaludDigital #ApneaDelSueño",0.0,Neutral,,,2025-04-09 11:00:02+00:00,"#apnea, #GalaxyWatch, #IA., #SmartHealth, #SaludDigital, #ApneaDelSueño","@Samsung, @Stanford",SmartCityJour_,Not Available,https://pbs.twimg.com/profile_images/2280266248/logo_bigger.jpg,Unknown,Media & News Company,2025-04-09
Samsung,"What do you prefer?

• Iphone 
• Samsung",0.0,Neutral,18,,2025-04-09 11:00:00+00:00,,,kabiran_nabirah,Not Available,https://pbs.twimg.com/profile_images/1603007035167150080/TKYxVSIl_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,Bendita vos y bendito el Samsung,0.0,Neutral,1,,2025-04-09 10:59:59+00:00,,,SoySattu,Not Available,https://pbs.twimg.com/profile_images/1909211821535272960/vgnJrA1l_bigger.jpg,Unknown,Buenos Aires,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 10:59:54+00:00,,,nitin03_98,Not Available,https://pbs.twimg.com/profile_images/1907731732113272834/86W2Yt55_bigger.jpg,Unknown,HARYANA,2025-04-09
Samsung,Live from the Samsung headquarters...,0.0,Neutral,,,2025-04-09 10:59:38+00:00,,,CantBreak100,Not Available,https://pbs.twimg.com/profile_images/1169832839631605761/4GPSPU-c_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,iPhone転売捗りそ？,0.0,Neutral,,,2025-04-09 11:14:41+00:00,,,1BQtmlwN2vZ1Flj,https://pbs.twimg.com/media/GoFq_fdagAAL-0M?format=jpg&name=small,https://pbs.twimg.com/profile_images/1774460144996491264/nWkVLfa9_bigger.jpg,Unknown,マジカルコインの巣窟,2025-04-09
iPhone,"Dan Ives, Global Head of Technology Research at Wedbush Securities, explains how President Donald Trump's tariffs on Chinese goods will affect Apple, warning that the price of an iPhone could soar to around $3,500 if made in the US.",-0.0516,Negative,,,2025-04-09 11:14:41+00:00,,,cailee_rose2,Not Available,https://pbs.twimg.com/profile_images/1851333640392712192/UEf58Lpe_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,iPhoneもデフォルトで録画できますよ！,0.0,Neutral,,,2025-04-09 11:14:41+00:00,,,HYc9i,Not Available,https://pbs.twimg.com/profile_images/1841685626707738624/WRd1j4ap_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,1年はっや,0.0,Neutral,,,2025-04-09 11:14:40+00:00,,,MuShe63030,Not Available,https://pbs.twimg.com/profile_images/1908100624568446976/MIUi-QcA_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Trump quiere a su Patria, te guste o no, y además gracias a él Mucho Medio Pelo sabe que su Preciado Iphone está hecho por sucias manos comunistas.",-0.296,Negative,,,2025-04-09 11:14:40+00:00,,,AlejandroCovre,Not Available,https://pbs.twimg.com/profile_images/1144993865579061248/5Ym0Kf4n_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Kkkkk agora trocam bonés por chapéu de penas.. iPhone por chocalhos kkkk índios brasileiros kkkk,0.0,Neutral,,,2025-04-09 11:14:40+00:00,,,KleberMazzolini,Not Available,https://pbs.twimg.com/profile_images/1447010577801428998/HM5e6OSc_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,IPhone,0.0,Neutral,,,2025-04-09 11:14:39+00:00,,,Adashola1,Not Available,https://pbs.twimg.com/profile_images/1807125451598626816/_b0sVL93_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Con 100 Euro o poco più si acquistano telefonini che per l'utilizzo che ne fa la gente comune vanno benissimo. Per chi ha esigenze superiori ci sono modelli davvero performanti che costano molto meno di un iPhone...,0.34,Positive,,,2025-04-09 11:14:39+00:00,,,acdxer,Not Available,https://pbs.twimg.com/profile_images/596016487799910403/-94hX2lY_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"A Sifuentes le jode y arde hasta el alma que el Perú sea país estable económicamente, cuánto quisiera el perro esté que sea un paraíso zurdo como Venezuela, bolivia, Nicaragua, este tipo de coprofago odia el  capitalismo pero bien que viva en uno y hace política barata de iPhone",0.0,Neutral,,,2025-04-09 11:14:36+00:00,,,JoelJordan1401,Not Available,https://pbs.twimg.com/profile_images/1839682222477172736/snDKot3-_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,ついにNEW iPhoneにしました,0.0,Neutral,,,2025-04-09 11:14:33+00:00,,,Yattuntun_1031,Not Available,https://pbs.twimg.com/profile_images/1881371854184869888/41-XbGtr_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"@LiveSmart
 someone claims to be a customer service rep (with a thick indian accent) and informs me that i was selected from a draw for an iphone 15. Can you please alert everyone that this is happening. And please make sure that the privacy of accounts are not compromised.",0.7964,Positive,,,2025-04-09 11:14:31+00:00,,@LiveSmart,arch_lazaro,Not Available,https://pbs.twimg.com/profile_images/1849087472552316929/kB1nzPUI_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,It did before the iPhone is my point,0.0,Neutral,,,2025-04-09 11:14:30+00:00,,,NoOne13072078,Not Available,https://pbs.twimg.com/profile_images/1434579774077382658/SGFQGazk_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,vão toma no cu krl se eu produzo a poha do iPhone ele tem q ser meu sua filha da puta e fds pro iPhone tbm vai toma no cu,-0.5267,Negative,,,2025-04-09 11:14:29+00:00,,,xaropedomel,Not Available,https://pbs.twimg.com/profile_images/1903663825565687808/426XqZMF_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Not Found,0.0,Neutral,,,2025-04-09 11:14:28+00:00,,,adorablechat,Not Available,https://pbs.twimg.com/profile_images/1891230822100815872/ft2NzEQO_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"モイ！iPhoneからキャス配信中 -
#初見さん大歓迎",0.0,Neutral,,,2025-04-09 11:14:27+00:00,#初見さん大歓迎,,pyon3chi,Not Available,https://pbs.twimg.com/profile_images/1861308298596884481/tlKf1Si__bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Goodbye iPhone and most smart phones in the #USA for a while unless you wbt to pay double,0.3804,Positive,,,2025-04-09 11:14:22+00:00,#USA,,niknamH,Not Available,https://pbs.twimg.com/profile_images/3193074530/a8648038d8b29b8180449555f037e0df_bigger.jpeg,Unknown,Unknown,2025-04-09
iPhone,"O cara tem foto do Lenin como capa e escreve estadunidense….
Deve amar o DesCondenado! 
Deve ter iphone e trabalhar pouco
Não deve empregar ou empreender mas viva la revolucion….

“Dentro da revolução, tudo; contra a revolução, nada”",0.0,Neutral,,,2025-04-09 11:14:22+00:00,,,GianSca1970,Not Available,https://pbs.twimg.com/profile_images/1907598216092098560/2TQvdPEy_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Amazon #ad
iPhone 16e ケース【 磁気充電可・米軍規格】ガラスフイルム付き 半透明 第四世代 マットケース アイフォン16eケース 耐衝撃 アイホン 16Eケース マグネット搭載 黄ばみ防止 いphone 16e ケース 指紋防止 傷防止 薄くて肌に優しいデザイン ス",0.1779,Positive,,,2025-04-09 11:14:22+00:00,#ad,,Fire528096,Not Available,https://pbs.twimg.com/profile_images/1592738911171665921/URCphvde_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,The Triads and Cartels are about to become best buds with the upcoming iphone smuggling arbitrage opps! Free trade makes fast friends,0.8313,Positive,,,2025-04-09 11:14:20+00:00,,,GrdDscntN2Madnz,Not Available,https://pbs.twimg.com/profile_images/1683044722007318528/oT1NDqbV_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,FSD is the IPhone moment! Its so close and we know its coming,0.0,Neutral,,,2025-04-09 11:14:13+00:00,,,NoOne13072078,Not Available,https://pbs.twimg.com/profile_images/1434579774077382658/SGFQGazk_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"@1
迅速デュオリレー4セット

参加費が
@1
200×2

運営強くないです。iPhone勢です。",0.0,Neutral,,,2025-04-09 11:14:13+00:00,,"@1, @1",leoxqlx,Not Available,https://pbs.twimg.com/profile_images/1853321294143729664/DetKDoJt_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Iphone 17 ke? 
Where? ",0.0,Neutral,,,2025-04-09 11:14:11+00:00,,,Noelsnexus,Not Available,https://pbs.twimg.com/profile_images/1809948976520605696/fuT8olmz_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,vai pagar dez mil dólares em um iphone simmmmmmm,0.0,Neutral,,,2025-04-09 11:14:10+00:00,,,ysmings,Not Available,https://pbs.twimg.com/profile_images/1909026961847889920/QMcecR5P_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Yangu kama hyo upande wapili nch 40” smart imevunjika kiooo mtoto alibembea naweza pataa kioo chakee,0.4019,Positive,1,,2025-04-09 11:14:06+00:00,,,OmarioN996,Not Available,https://pbs.twimg.com/profile_images/1495333324616880130/E3N7Qip1_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,What’s absurd is that she using iPhone X Max and talking about 6 figures.,0.0,Neutral,,,2025-04-09 11:14:04+00:00,,,HHolic9,Not Available,https://pbs.twimg.com/profile_images/1871914498505732096/hncz4pqo_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Os índios de iPhone voltaram,0.0,Neutral,,,2025-04-09 11:14:01+00:00,,,RenatojdNunes,Not Available,https://pbs.twimg.com/profile_images/1590368203737374720/9djNSMbb_bigger.png,Unknown,Unknown,2025-04-09
iPhone,iPhone,0.0,Neutral,,,2025-04-09 11:14:01+00:00,,,adakhan78,Not Available,https://pbs.twimg.com/profile_images/1831370646544068608/X8m_9sUR_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,モイ！iPhoneからキャス配信中 -^_^,0.0,Neutral,,,2025-04-09 11:13:56+00:00,,,IQ3o_o,Not Available,https://pbs.twimg.com/profile_images/1659896865775824897/g8CShf9n_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Iphone 15 pro,0.0,Neutral,,,2025-04-09 11:13:54+00:00,,,Bkntkgpoto,https://pbs.twimg.com/media/GoFtJ-raQAAFA4D?format=jpg&name=small,https://pbs.twimg.com/profile_images/1900540491143491584/JxZLnS-r_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Not Found,0.0,Neutral,,,2025-04-09 11:13:47+00:00,,,adorablechat,Not Available,https://pbs.twimg.com/profile_images/1891230822100815872/ft2NzEQO_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Iphone,0.0,Neutral,,,2025-04-09 11:13:42+00:00,,,HumorNatureArt,Not Available,https://pbs.twimg.com/profile_images/1865406689320591360/672ioTx1_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"【Cell Phones & Accessories】TOP  14 on 4/9 !
iPhone Charger Fast Charging,[MFi Certified] 2Pack 20W Type C Fast Charger Block with 6FT USB C to Lightning Cable Compatible for iPhone 14/13/12/11 Pro Max/Xs Max/XR/X,iPad
#pr",-0.4926,Negative,,,2025-04-09 11:13:42+00:00,#pr,,aslw3023,Not Available,https://pbs.twimg.com/profile_images/1334026959546843136/mRagPy4p_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"白宫发言人宣称，iPhone将搬回美国建厂。
理想虽丰满，现实却骨感。
第一，要考虑建设周期，没个三年五载肯定不成，彼时特朗普也下台了；
第二，要考虑产业配套，没有上下游产业链，再好的生产线也是孤岛；
第三要，考虑劳工素质和人力成本，能否高质量干好这活。
我看难！",0.0,Neutral,,,2025-04-09 11:13:38+00:00,,,Jiangjinpeng1,https://pbs.twimg.com/media/GoFtF6PawAASzyX?format=jpg&name=small,https://pbs.twimg.com/profile_images/1890405989624766464/_-KBpCWq_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"@PressSec
 you are so funny! Who will pay 2500$ for an iPhone?",0.5623,Positive,,,2025-04-09 11:13:32+00:00,,@PressSec,Cristian_Brates,Not Available,https://pbs.twimg.com/profile_images/1827749762923110400/I67eW3-U_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,【整備済み品】 Apple iPhone 13 Pro Max 512GB グラファイト SIMフリー (整備済み品) #ad,0.0,Neutral,,,2025-04-09 11:13:32+00:00,#ad,,flfl_riri,Not Available,https://pbs.twimg.com/profile_images/1756569929388859392/rVm4H7i4_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"The Suame District Court has remanded seven military officers for two weeks over the alleged assault of three civilians, which reportedly resulted in the deaths of two, following a case involving a missing iPhone 15.

According to reports, the officers apprehended the three",-0.7184,Negative,6,2,2025-04-09 11:13:30+00:00,,,eddie_wrt,Not Available,https://pbs.twimg.com/profile_images/1846597795186089984/VBTjvWz8_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"【高騰情報】#デュエマ高騰

sss級天災デッドダムド

2枚777円 → 999円に高騰(出品中最安1555)

バロムに使われ始めてから枯れた印象

 sss級天災デッドダムド　の出品はこちら
(※iPhoneは少し上にスクロール→右上「アプリで開く」)",0.0,Neutral,,,2025-04-09 11:13:21+00:00,,,DM_koutou_syu,https://pbs.twimg.com/media/GoFtCC5acAEU8iX?format=jpg&name=900x900,https://pbs.twimg.com/profile_images/1877266462869696514/Bmw9SxfB_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Aprendeu a falar ""socialista de iPhone"" já pode ser candidata pelo PL em 26.",0.0,Neutral,,,2025-04-09 11:13:19+00:00,,,pantinzento,Not Available,https://pbs.twimg.com/profile_images/1752772349273804800/TEcHFkd1_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,buen día para todos menos para los que tienen iPhone y se sacan fotos horribles ajodjaks villeros,-0.4767,Negative,,,2025-04-09 11:13:19+00:00,,,lilhasu,Not Available,https://pbs.twimg.com/profile_images/1904574705333342208/iD0FpJuu_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Are you ready to pay $3000 for the new iphone release? Or maybe an extra grand for a new tv? Let alone 30-50% on daily groceries? because simply there's not enough production to cover the population without imports,0.5632,Positive,,,2025-04-09 11:13:18+00:00,,,AntonisHad34062,Not Available,https://pbs.twimg.com/profile_images/1676998005315063808/6BhnRror_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"فيورنتينا ليل أتلتيكو مدريد سبارتا روتردام فينيسيا غرونينغن

ڪۆد خضم مباشر

▬إيهٮرب▬ ← CNU3074

⎐تُيموُ⎐ ← acs678251",0.0,Neutral,,,2025-04-09 11:13:18+00:00,,,Gemz_iphone,Not Available,https://pbs.twimg.com/profile_images/1829875832552120321/l8ZdbZPb_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,立讯精密董事长王来春表示，这家 iPhone 和 AirPods 制造商正在与客户洽谈，将生产从中国转移到美国（路透社）,0.0,Neutral,,,2025-04-09 11:13:18+00:00,,,ANDREW_FDWT,Not Available,https://pbs.twimg.com/profile_images/1754652367205584896/O9PwrveT_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"ﾗﾋﾟﾝくんも出勤時に道端に咲いてる桜と撮ったよ。
iPhoneカメラ、撮影時間5秒。",0.0,Neutral,2,1,2025-04-09 11:13:17+00:00,,,A6Avant_222,https://pbs.twimg.com/media/GoFtAepbQAAo1D0?format=jpg&name=small,https://pbs.twimg.com/profile_images/1885028101740257280/opkK2L6N_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Nuovo video online!!
•
•
LINK: https://youtu.be/DlzcdQ40Kjg?si=xyyKVs-g-trIQrm0…
•
#youtube #Apple #iPhone #iPhone16 #AppleEvent",0.0,Neutral,1,,2025-04-09 11:13:15+00:00,"#youtube, #Apple, #iPhone, #iPhone16, #AppleEvent",,iMatteo_Pau,https://pbs.twimg.com/media/GoFtA_lWIAA9AoQ?format=jpg&name=small,https://pbs.twimg.com/profile_images/1755950966568837120/cfa_kiwD_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,モイ！iPhoneからキャス配信中 -わー,0.0,Neutral,,,2025-04-09 11:13:14+00:00,,,na____zz,Not Available,https://pbs.twimg.com/profile_images/1473640182348148740/jZMaUdba_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"ความรู้ให้ 3 แต่ความมั่นเต็ม 10 
#ทรัมป์ประกาศขึ้นภาษี #จีน #iphone #สงครามการค้า #โดนัลทรัมป์",0.0,Neutral,,,2025-04-09 11:13:12+00:00,"#ทรัมป์ประกาศขึ้นภาษี, #จีน, #iphone, #สงครามการค้า, #โดนัลทรัมป์",,Pearl_Panmile,https://pbs.twimg.com/media/GoFs_4nbsAEiHVq?format=jpg&name=small,https://pbs.twimg.com/profile_images/1785333647962439680/k0s9rHBe_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"@1
迅速デュオリレー4セット

参加費が
@1
200×2

運営強くないです。iPhone勢です。",0.0,Neutral,,,2025-04-09 11:13:11+00:00,,"@1, @1",leoxqlx,Not Available,https://pbs.twimg.com/profile_images/1853321294143729664/DetKDoJt_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Moin 
@DHLPaket
, das Umbenennen von Paketen in der iPhone App funktioniert nicht. Bei allen Paketen springt der Name zurück auf „DHL Sendung“. Ist die Störung bekannt?",-0.5994,Negative,,,2025-04-09 11:13:05+00:00,,@DHLPaket,BrinkmannBS,Not Available,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,Unknown,Unknown,2025-04-09
iPhone,I’ll stop buying iPhone then.,-0.296,Negative,1,,2025-04-09 11:13:03+00:00,,,alfchua,Not Available,https://pbs.twimg.com/profile_images/1831378499522940928/H3rizeRK_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Yes, I can verify the claims. Apple is indeed shifting iPhone production to India to avoid high U.S. tariffs on Chinese goods (54% vs. 26% for India), with reports confirming shipments already underway. China earns roughly $70B annually from Apple, based on FY24 revenue estimates",0.128,Positive,,,2025-04-09 11:13:00+00:00,,,grok,https://pbs.twimg.com/media/GnOlAPnXwAArBC7?format=jpg&name=small,https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone," TRENDING NOW 
Foldable 3 in 1 Wireless Charging Station for Apple Compatible with Magsafe Charger Stand,Magnetic Wireless Charger Station for iPhone 16 15 14 13 12 Series,Airpods Pro,Apple Watch(Black)

Regular: $39.95
Hot Deal: $28.79
Total Savings: $11.16 (28% OFF)! ",0.0,Neutral,,,2025-04-09 11:13:00+00:00,,,ClickandSaveonX,https://pbs.twimg.com/media/GoBFMjIbwAUwLRL?format=jpg&name=small,https://pbs.twimg.com/profile_images/1870271264147025922/ZhZylwNo_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Amazon #ad
スマートリング 健康管理 【2024年新登場 & 12日間使用可能】 Android/Iphone対応 睡眠管理 スマート指輪 ヘルスケア 8種類運動モード 3種類データ測定機能 IP68防水USB磁気充電 カメラ制御 小型 超軽量 カロリー 運動距離 歩数計 活動量計 sm",0.1779,Positive,,,2025-04-09 11:12:59+00:00,#ad,,Fire528096,Not Available,https://pbs.twimg.com/profile_images/1592738911171665921/URCphvde_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,昔ケータイにいたくーまんってキャラiPhoneにもいてほしい,0.0,Neutral,,,2025-04-09 11:12:55+00:00,,,Qumata727,Not Available,https://pbs.twimg.com/profile_images/1891218714663813120/yVFjFO_t_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,モイ！iPhoneからキャス配信中 -モイ,0.0,Neutral,,,2025-04-09 11:12:54+00:00,,,0703__black,Not Available,https://pbs.twimg.com/profile_images/1602686294110351360/d7lUaBT__bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"モイ！iPhoneからキャス配信中 -
KAZUKIだよっ

#DJ",0.0,Neutral,,,2025-04-09 11:12:51+00:00,#DJ,,3y3s_kazuking,Not Available,https://pbs.twimg.com/profile_images/1881731080124022784/aEquAXeB_bigger.jpg,Unknown,千葉県某所音楽と酒がある所水曜土曜はほぼ目黒か渋谷にいる,2025-04-09
iPhone," TRENDING NOW 
Foldable 3 in 1 Wireless Charging Station for Apple Compatible with Magsafe Charger Stand,Magnetic Wireless Charger Station for iPhone 16 15 14 13 12 Series,Airpods Pro,Apple Watch(Black)

Regular: $39.95
Hot Deal: $28.79
Total Savings: $11.16 (28% OFF)! ",0.0,Neutral,,,2025-04-09 11:13:00+00:00,,,ClickandSaveonX,https://pbs.twimg.com/media/GoBFMjIbwAUwLRL?format=jpg&name=small,https://pbs.twimg.com/profile_images/1870271264147025922/ZhZylwNo_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"Amazon #ad
スマートリング 健康管理 【2024年新登場 & 12日間使用可能】 Android/Iphone対応 睡眠管理 スマート指輪 ヘルスケア 8種類運動モード 3種類データ測定機能 IP68防水USB磁気充電 カメラ制御 小型 超軽量 カロリー 運動距離 歩数計 活動量計 sm",0.1779,Positive,,,2025-04-09 11:12:59+00:00,#ad,,Fire528096,Not Available,https://pbs.twimg.com/profile_images/1592738911171665921/URCphvde_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,昔ケータイにいたくーまんってキャラiPhoneにもいてほしい,0.0,Neutral,,,2025-04-09 11:12:55+00:00,,,Qumata727,Not Available,https://pbs.twimg.com/profile_images/1891218714663813120/yVFjFO_t_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,モイ！iPhoneからキャス配信中 -モイ,0.0,Neutral,,,2025-04-09 11:12:54+00:00,,,0703__black,Not Available,https://pbs.twimg.com/profile_images/1602686294110351360/d7lUaBT__bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"モイ！iPhoneからキャス配信中 -
KAZUKIだよっ

#DJ",0.0,Neutral,,,2025-04-09 11:12:51+00:00,#DJ,,3y3s_kazuking,Not Available,https://pbs.twimg.com/profile_images/1881731080124022784/aEquAXeB_bigger.jpg,Unknown,千葉県某所音楽と酒がある所水曜土曜はほぼ目黒か渋谷にいる,2025-04-09
iPhone,"iPhoneの場合、カメラロールのところが音声off設定になってると投稿に音が反映されないことあるような…
伝わりにくいのと、見当違いだったらすみません笑",0.0,Neutral,,,2025-04-09 11:12:48+00:00,,,goiryoku_naiyo,https://pbs.twimg.com/media/GoFsx8na8AAdjEY?format=jpg&name=small,https://pbs.twimg.com/profile_images/1378178528911351808/HrWZdsZh_bigger.jpg,Unknown,いっぱいたべるきみがすき,2025-04-09
iPhone,"@1
迅速デュオリレー4セット

参加費が
@1
200×2

運営強くないです。iPhone勢です。",0.0,Neutral,,,2025-04-09 11:12:47+00:00,,"@1, @1",leoxqlx,Not Available,https://pbs.twimg.com/profile_images/1853321294143729664/DetKDoJt_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,"【Cell Phones & Accessories】TOP  13 on 4/9 !
4Pack [Apple MFi Certified] Charger Lightning to USB Charging Cable Cord Compatible iPhone 14/13/12/11 Pro/11/XS MAX/XR/8/7/6s Plus,iPad Pro/Air/Mini,iPod Touch
#pr",0.0,Neutral,,,2025-04-09 11:12:45+00:00,#pr,,aslw3023,Not Available,https://pbs.twimg.com/profile_images/1334026959546843136/mRagPy4p_bigger.jpg,Unknown,Unknown,2025-04-09
iPhone,Mais ces mêmes français ont le dernier iphone ,0.0,Neutral,,,2025-04-09 11:12:42+00:00,,,Greg_Le_Caribou,Not Available,https://pbs.twimg.com/profile_images/1280501801628905477/755Hg_Kh_bigger.jpg,Unknown,Unknown,2025-04-09
